year,month,day,week,temp_2,temp_1,average,actual,forecast_noaa,forecast_acc,forecast_under,friend
2016,4,24,Sun,17.8,18.3,15.6,12.8,13.9,16.1,15.6,5.0
2016,4,25,Mon,18.3,12.8,15.7,15.0,13.3,17.8,16.1,25.0
2016,4,26,Tues,12.8,15.0,15.8,15.6,13.3,16.1,16.7,23.9
2016,4,27,Wed,15.0,15.6,15.9,16.1,15.0,18.3,15.6,10.0
2016,4,28,Thurs,15.6,16.1,16.1,17.8,13.3,18.3,16.7,22.8
2016,4,29,Fri,16.1,17.8,16.2,16.1,16.1,18.3,16.1,9.4
2016,4,30,Sat,17.8,16.1,16.3,20.0,15.6,18.3,16.7,25.6
2016,5,1,Sun,16.1,20.0,16.4,25.0,15.6,18.3,15.6,23.9
2016,5,2,Mon,20.0,25.0,16.6,30.6,15.6,18.9,16.1,15.0
2016,5,3,Tues,25.0,30.6,16.7,23.3,16.7,18.9,17.8,20.6
2016,5,4,Wed,30.6,23.3,16.8,15.6,15.0,18.3,17.8,16.1
2016,5,5,Thurs,23.3,15.6,16.9,20.0,14.4,18.9,16.7,13.3
2016,5,6,Fri,15.6,20.0,17.1,25.0,16.1,17.8,16.1,17.8
2016,5,7,Sat,20.0,25.0,17.2,27.8,16.1,18.3,17.2,28.3
2016,5,8,Sun,25.0,27.8,17.3,17.2,16.7,18.3,17.2,28.3
2016,5,9,Mon,27.8,17.2,17.4,19.4,15.0,18.9,16.7,17.8
2016,5,10,Tues,17.2,19.4,17.6,23.9,16.1,18.9,17.8,20.0
2016,5,11,Wed,19.4,23.9,17.7,27.2,16.7,20.0,17.2,15.6
2016,5,12,Thurs,23.9,27.2,17.8,25.0,16.7,19.4,17.2,27.2
2016,5,13,Fri,27.2,25.0,17.9,27.8,17.2,19.4,18.9,19.4
2016,5,14,Sat,25.0,27.8,18.1,18.3,17.8,18.9,18.9,18.3
2016,5,15,Sun,27.8,18.3,18.2,13.9,17.2,20.6,17.8,14.4
2016,5,16,Mon,18.3,13.9,18.2,15.6,16.1,18.3,18.3,11.7
2016,5,17,Tues,13.9,15.6,18.3,21.7,16.7,18.3,18.3,12.8
2016,5,18,Wed,15.6,21.7,18.4,17.8,16.1,20.0,18.3,13.3
2016,5,19,Thurs,21.7,17.8,18.6,17.2,16.7,20.0,19.4,13.3
2016,5,20,Fri,17.8,17.2,18.7,18.9,17.2,21.1,17.8,22.8
2016,5,21,Sat,17.2,18.9,18.7,15.0,16.7,19.4,18.3,9.4
2016,5,22,Sun,18.9,15.0,18.8,18.9,16.7,18.9,18.3,26.7
2016,5,23,Mon,15.0,18.9,18.9,18.3,17.2,20.0,20.0,18.9
2016,5,24,Tues,18.9,18.3,19.0,18.9,18.9,21.7,18.9,19.4
2016,5,25,Wed,18.3,18.9,19.1,18.9,18.3,19.4,18.9,15.6
2016,5,26,Thurs,18.9,18.9,19.2,18.3,17.8,21.1,18.3,29.4
2016,5,27,Fri,18.9,18.3,19.3,17.8,17.8,19.4,20.0,22.8
2016,5,28,Sat,18.3,17.8,19.3,17.8,17.8,20.6,18.3,17.8
2016,5,29,Sun,17.8,17.8,19.4,17.8,18.3,21.7,18.3,24.4
2016,5,30,Mon,17.8,17.8,19.5,21.7,17.8,21.1,18.9,20.6
2016,5,31,Tues,17.8,21.7,19.6,26.1,17.2,22.2,20.0,29.4
2016,6,1,Wed,21.7,26.1,19.7,23.9,18.3,20.6,18.9,14.4
2016,6,2,Thurs,26.1,23.9,19.8,21.7,17.8,21.7,19.4,25.0
2016,6,3,Fri,23.9,21.7,19.8,26.7,17.8,21.7,18.9,12.8
2016,6,4,Sat,21.7,26.7,19.9,27.2,17.2,22.2,18.9,24.4
2016,6,5,Sun,26.7,27.2,20.0,33.3,17.8,21.1,18.9,12.2
2016,6,6,Mon,27.2,33.3,20.1,30.0,18.3,21.1,19.4,21.7
2016,6,7,Tues,33.3,30.0,20.2,29.4,19.4,20.6,21.1,14.4
2016,6,8,Wed,30.0,29.4,20.3,19.4,19.4,21.1,20.6,27.2
2016,6,9,Thurs,29.4,19.4,20.3,18.3,18.9,22.8,20.6,26.7
2016,6,10,Fri,19.4,18.3,20.4,19.4,19.4,21.7,19.4,22.8
2016,6,11,Sat,18.3,19.4,20.6,18.3,20.6,22.2,21.7,30.6
2016,6,12,Sun,19.4,18.3,20.6,21.1,18.3,22.8,21.1,28.3
2016,6,13,Mon,18.3,21.1,20.7,18.9,18.9,22.2,20.6,26.1
2016,6,14,Tues,21.1,18.9,20.8,15.6,18.9,21.7,20.6,29.4
2016,6,15,Wed,18.9,15.6,20.9,19.4,18.3,22.8,21.7,20.6
2016,6,16,Thurs,15.6,19.4,21.0,21.7,20.0,22.2,21.7,30.6
2016,6,17,Fri,19.4,21.7,21.1,19.4,18.9,23.3,20.6,12.2
2016,6,18,Sat,21.7,19.4,21.2,18.3,19.4,23.9,20.6,25.0
2016,6,19,Sun,19.4,18.3,21.3,21.1,20.6,22.8,21.1,14.4
2016,6,20,Mon,18.3,21.1,21.4,24.4,19.4,21.7,21.1,26.1
2016,6,21,Tues,21.1,24.4,21.6,22.8,20.0,23.9,21.7,13.9
2016,6,22,Wed,24.4,22.8,21.7,23.9,18.9,21.7,22.2,25.6
2016,6,23,Thurs,22.8,23.9,21.8,20.0,20.0,22.2,21.7,13.3
2016,6,24,Fri,23.9,20.0,21.9,20.6,19.4,22.8,22.8,18.3
2016,6,25,Sat,20.0,20.6,22.1,21.7,20.0,22.8,22.8,31.7
2016,6,26,Sun,20.6,21.7,22.2,25.6,19.4,23.3,22.2,21.1
2016,6,27,Mon,21.7,25.6,22.3,29.4,21.1,23.3,22.2,28.9
2016,6,28,Tues,25.6,29.4,22.4,26.1,22.2,24.4,23.3,19.4
2016,6,29,Wed,29.4,26.1,22.6,23.3,20.0,24.4,23.3,27.2
2016,6,30,Thurs,26.1,23.3,22.7,22.8,21.7,24.4,22.2,30.6
2016,7,1,Fri,23.3,22.8,22.8,24.4,21.7,23.9,22.2,33.9
2016,7,2,Sat,22.8,24.4,22.9,24.4,21.1,25.0,22.8,28.9
2016,7,3,Sun,24.4,24.4,23.1,21.7,20.6,24.4,23.9,29.4
2016,7,4,Mon,24.4,21.7,23.2,20.0,21.7,24.4,22.8,30.0
2016,7,5,Tues,21.7,20.0,23.3,20.6,22.2,25.0,23.3,16.7
2016,7,6,Wed,20.0,20.6,23.4,24.4,22.2,24.4,23.9,30.0
2016,7,7,Thurs,20.6,24.4,23.6,20.0,22.8,25.0,23.3,22.2
2016,7,8,Fri,24.4,20.0,23.7,23.3,22.2,26.1,23.9,25.0
2016,7,9,Sat,20.0,23.3,23.8,21.7,21.1,26.1,24.4,15.6
2016,7,10,Sun,23.3,21.7,23.9,23.3,21.7,25.0,24.4,35.0
2016,7,11,Mon,21.7,23.3,24.1,23.3,23.3,26.1,23.9,21.7
2016,7,12,Tues,23.3,23.3,24.1,25.0,23.3,25.0,25.0,21.7
2016,7,13,Wed,23.3,25.0,24.2,23.9,23.3,25.6,24.4,13.3
2016,7,14,Thurs,25.0,23.9,24.3,25.0,23.3,24.4,25.0,25.0
2016,7,15,Fri,23.9,25.0,24.4,24.4,23.3,26.7,25.6,23.9
2016,7,16,Sat,25.0,24.4,24.5,22.2,24.4,25.6,23.9,16.1
2016,7,17,Sun,24.4,22.2,24.6,26.7,24.4,25.6,25.0,31.1
2016,7,18,Mon,22.2,26.7,24.7,22.8,23.9,25.0,23.9,18.9
2016,7,19,Tues,26.7,22.8,24.8,25.6,24.4,25.6,25.0,32.2
2016,7,20,Wed,22.8,25.6,24.8,27.8,23.9,25.6,25.0,18.9
2016,7,21,Thurs,25.6,27.8,24.9,27.2,22.8,27.2,25.6,28.9
2016,7,22,Fri,27.8,27.2,24.9,21.7,22.2,25.0,24.4,21.1
2016,7,23,Sat,27.2,21.7,25.0,23.9,23.9,27.2,24.4,30.0
2016,7,24,Sun,21.7,23.9,25.1,26.7,24.4,25.6,25.6,23.9
2016,7,25,Mon,23.9,26.7,25.1,29.4,23.9,27.8,24.4,27.2
2016,7,26,Tues,26.7,29.4,25.1,26.1,22.8,26.1,24.4,23.3
2016,7,27,Wed,29.4,26.1,25.2,28.3,22.8,25.6,26.1,26.1
2016,7,28,Thurs,26.1,28.3,25.2,29.4,24.4,26.7,25.6,24.4
2016,7,29,Fri,28.3,29.4,25.2,31.1,25.0,26.7,26.1,25.0
2016,7,30,Sat,29.4,31.1,25.2,24.4,23.9,26.1,25.0,21.1
2016,7,31,Sun,31.1,24.4,25.2,22.8,24.4,25.6,26.1,35.0
2016,8,1,Mon,24.4,22.8,25.2,25.0,24.4,25.6,26.1,18.3
2016,8,2,Tues,22.8,25.0,25.2,22.8,23.9,26.7,26.1,16.7
2016,8,3,Wed,25.0,22.8,25.2,23.9,25.0,27.2,25.0,33.9
2016,8,4,Thurs,22.8,23.9,25.2,26.7,22.8,26.1,25.6,18.9
2016,8,5,Fri,23.9,26.7,25.2,26.1,23.9,27.2,25.6,21.7
2016,8,6,Sat,26.7,26.1,25.1,22.2,24.4,27.2,26.1,15.6
2016,8,7,Sun,26.1,22.2,25.1,22.2,23.3,25.6,25.0,35.0
2016,8,8,Mon,22.2,22.2,25.1,22.8,24.4,25.6,25.0,18.3
2016,8,9,Tues,22.2,22.8,25.1,22.2,25.0,26.7,26.1,34.4
2016,8,10,Wed,22.8,22.2,25.0,24.4,25.0,25.6,25.0,20.0
2016,8,11,Thurs,22.2,24.4,24.9,26.7,23.3,27.2,23.9,26.7
2016,8,12,Fri,24.4,26.7,24.9,30.6,22.2,26.1,25.0,27.2
2016,8,13,Sat,26.7,30.6,24.9,32.2,22.8,26.1,25.6,22.8
2016,8,14,Sun,30.6,32.2,24.8,28.3,23.9,25.6,25.6,18.3
2016,8,15,Mon,32.2,28.3,24.8,28.9,24.4,26.1,23.9,21.1
2016,8,16,Tues,28.3,28.9,24.7,27.2,22.2,25.6,25.6,32.2
2016,8,23,Tues,28.9,27.2,24.3,26.1,22.8,25.6,25.0,31.7
2016,8,28,Sun,27.2,26.1,23.9,23.9,21.7,25.0,24.4,29.4
2016,8,30,Tues,26.1,23.9,23.7,21.1,23.3,24.4,23.9,17.2
2016,9,3,Sat,23.9,21.1,23.3,19.4,21.7,23.9,22.8,20.0
2016,9,4,Sun,21.1,19.4,23.2,20.0,22.2,25.0,23.9,17.8
2016,9,5,Mon,19.4,20.0,23.1,20.0,21.7,23.9,22.8,12.2
2016,9,6,Tues,20.0,20.0,22.9,20.0,22.8,24.4,23.9,26.1
2016,9,7,Wed,20.0,20.0,22.8,19.4,22.2,25.6,21.7,21.1
2016,9,8,Thurs,20.0,19.4,22.7,22.2,20.6,25.0,22.8,13.3
2016,9,9,Fri,19.4,22.2,22.6,23.3,20.0,25.0,21.7,25.6
2016,9,10,Sat,22.2,23.3,22.4,25.0,21.1,25.0,23.3,32.8
2016,9,11,Sun,23.3,25.0,22.3,21.1,20.6,23.9,21.7,21.1
2016,9,12,Mon,25.0,21.1,22.1,23.3,19.4,22.8,22.8,32.2
2016,9,13,Tues,21.1,23.3,21.9,23.9,21.7,23.9,21.1,27.8
2016,9,14,Wed,23.3,23.9,21.8,26.1,19.4,23.9,22.8,25.0
2016,9,15,Thurs,23.9,26.1,21.7,21.7,18.9,24.4,20.6,17.8
2016,9,16,Fri,26.1,21.7,21.5,23.9,21.1,23.3,21.7,11.1
2016,9,17,Sat,21.7,23.9,21.3,20.0,18.9,22.8,21.1,28.9
2016,9,18,Sun,23.9,20.0,21.1,20.6,18.9,22.8,21.7,32.2
2016,9,19,Mon,20.0,20.6,20.9,21.7,18.3,23.3,21.7,31.1
2016,9,20,Tues,20.6,21.7,20.8,19.4,19.4,22.8,20.6,27.2
2016,9,21,Wed,21.7,19.4,20.6,20.0,18.3,21.1,21.1,24.4
2016,9,22,Thurs,19.4,20.0,20.4,19.4,18.3,21.1,20.6,13.3
2016,9,23,Fri,20.0,19.4,20.2,17.8,19.4,20.6,19.4,16.1
2016,9,24,Sat,19.4,17.8,20.0,19.4,18.3,21.7,18.9,17.8
2016,9,25,Sun,17.8,19.4,19.8,24.4,17.8,22.2,19.4,16.7
2016,9,26,Mon,19.4,24.4,19.6,25.0,17.8,20.6,20.6,23.3
2016,9,27,Tues,24.4,25.0,19.3,20.6,18.9,19.4,20.0,17.8
2016,9,28,Wed,25.0,20.6,19.2,20.0,18.9,20.0,18.9,16.7
2016,9,29,Thurs,20.6,20.0,18.9,18.9,17.2,21.7,20.0,13.9
2016,9,30,Fri,20.0,18.9,18.7,19.4,17.8,19.4,18.3,23.3
2016,10,1,Sat,18.9,19.4,18.5,17.2,17.8,21.1,17.8,12.2
2016,10,2,Sun,19.4,17.2,18.3,18.3,16.7,20.6,18.9,27.8
2016,10,3,Mon,17.2,18.3,18.1,16.1,17.2,20.0,18.3,9.4
2016,10,4,Tues,18.3,16.1,17.8,17.2,16.7,20.6,18.3,15.6
2016,10,5,Wed,16.1,17.2,17.6,18.9,16.1,18.9,18.3,8.9
2016,10,6,Thurs,17.2,18.9,17.4,17.2,16.7,19.4,17.2,12.8
2016,10,7,Fri,18.9,17.2,17.2,17.8,16.7,19.4,17.8,25.6
2016,10,8,Sat,17.2,17.8,16.9,20.0,15.6,18.3,16.1,22.8
2016,10,9,Sun,17.8,20.0,16.7,13.9,14.4,18.3,17.2,12.8
2016,10,10,Mon,20.0,13.9,16.6,15.6,14.4,17.8,16.1,16.7
2016,10,11,Tues,13.9,15.6,16.3,16.7,14.4,18.9,16.1,14.4
2016,10,12,Wed,15.6,16.7,16.1,18.9,15.6,17.2,17.2,11.1
2016,10,13,Thurs,16.7,18.9,15.9,15.6,15.6,16.7,15.6,13.9
2016,10,14,Fri,18.9,15.6,15.7,15.6,13.3,17.8,15.6,25.6
2016,10,15,Sat,15.6,15.6,15.5,16.7,15.0,16.7,15.0,7.8
2016,10,16,Sun,15.6,16.7,15.3,15.6,13.9,15.6,15.0,4.4
2016,10,17,Mon,16.7,15.6,15.1,15.6,13.9,17.2,15.0,16.7
2016,10,18,Tues,15.6,15.6,14.9,16.1,12.2,15.6,13.9,11.7
2016,10,19,Wed,15.6,16.1,14.7,14.4,14.4,15.6,13.9,5.0
2016,10,20,Thurs,16.1,14.4,14.5,16.7,14.4,15.0,14.4,6.1
2016,10,21,Fri,14.4,16.7,14.3,15.0,13.3,15.6,15.0,6.7
2016,10,22,Sat,16.7,15.0,14.1,16.7,13.3,15.0,14.4,6.7
2016,10,23,Sun,15.0,16.7,13.9,16.7,13.9,14.4,15.0,19.4
2016,10,24,Mon,16.7,16.7,13.8,16.1,11.1,16.1,13.9,21.1
2016,10,25,Tues,16.7,16.1,13.6,18.3,11.7,15.6,12.8,21.1
2016,10,26,Wed,16.1,18.3,13.4,14.4,11.7,13.9,13.9,5.0
2016,10,27,Thurs,18.3,14.4,13.3,15.6,10.6,15.6,12.8,3.9
2016,10,28,Fri,14.4,15.6,13.1,18.3,11.1,13.3,12.8,11.1
2016,10,29,Sat,15.6,18.3,12.9,20.0,12.8,15.0,12.8,18.3
2016,10,31,Mon,18.3,47.2,12.7,15.0,10.6,15.0,13.3,16.7
2016,11,1,Tues,47.2,15.0,12.5,13.9,10.6,15.0,12.8,16.1
2016,11,2,Wed,15.0,13.9,12.3,13.9,12.2,14.4,12.8,21.1
2016,11,3,Thurs,13.9,13.9,12.2,18.3,11.7,12.2,12.2,1.7
2016,11,4,Fri,13.9,18.3,12.1,18.3,9.4,12.8,12.2,3.3
2016,11,5,Sat,18.3,18.3,11.9,14.4,9.4,14.4,11.1,5.0
2016,11,6,Sun,18.3,14.4,11.8,16.1,11.1,13.9,12.8,21.7
2016,11,7,Mon,14.4,16.1,11.6,17.2,10.6,13.3,10.6,1.7
2016,11,8,Tues,16.1,17.2,11.5,21.7,9.4,13.9,11.1,9.4
2016,11,9,Wed,17.2,21.7,11.3,18.3,8.9,13.3,11.1,5.6
2016,11,10,Thurs,21.7,18.3,11.2,17.8,11.1,12.2,10.6,3.3
2016,11,11,Fri,18.3,17.8,11.1,17.2,10.0,11.7,11.1,12.8
2016,11,12,Sat,17.8,17.2,10.9,15.0,10.0,11.1,11.1,17.2
2016,11,13,Sun,17.2,15.0,10.8,12.8,8.9,13.3,10.0,17.8
2016,11,14,Mon,15.0,12.8,10.7,13.9,9.4,11.7,11.7,5.6
2016,11,15,Tues,12.8,13.9,10.6,12.8,8.3,12.2,10.6,7.8
2016,11,16,Wed,13.9,12.8,10.4,10.0,10.0,10.6,9.4,1.1
2016,11,17,Thurs,12.8,10.0,10.3,11.1,7.8,10.6,10.0,13.9
2016,11,18,Fri,10.0,11.1,10.2,12.8,10.0,11.7,10.0,1.7
2016,11,19,Sat,11.1,12.8,10.0,13.9,10.0,12.2,9.4,13.3
2016,11,20,Sun,12.8,13.9,9.9,12.8,8.3,12.2,8.9,-1.1
2016,11,21,Mon,13.9,12.8,9.7,12.2,7.8,10.6,9.4,19.4
2016,11,22,Tues,12.8,12.2,9.6,12.2,7.8,12.2,9.4,14.4
2016,11,23,Wed,12.2,12.2,9.5,9.4,8.9,11.1,9.4,3.3
2016,11,24,Thurs,12.2,9.4,9.4,11.1,8.3,11.7,8.9,-1.7
2016,11,25,Fri,9.4,11.1,9.2,11.1,7.2,11.1,8.3,5.0
2016,11,26,Sat,11.1,11.1,9.1,11.7,8.9,10.0,8.3,14.4
2016,11,27,Sun,11.1,11.7,9.0,8.9,8.9,9.4,9.4,11.7
2016,11,28,Mon,11.7,8.9,8.9,11.1,7.8,8.9,9.4,6.7
2016,11,29,Tues,8.9,11.1,8.8,11.1,6.1,8.9,8.3,10.0
2016,11,30,Wed,11.1,11.1,8.7,11.1,8.3,11.1,9.4,6.7
2016,12,1,Thurs,11.1,11.1,8.6,7.8,6.7,8.9,9.4,3.9
2016,12,2,Fri,11.1,7.8,8.4,10.0,7.8,10.6,9.4,5.0
2016,12,3,Sat,7.8,10.0,8.3,9.4,5.6,11.1,8.3,14.4
2016,12,4,Sun,10.0,9.4,8.2,7.8,7.2,8.3,8.3,11.7
2016,12,5,Mon,9.4,7.8,8.1,4.4,6.1,10.0,7.2,18.3
